Question	Answer	ArticleFile
Where do the majority of loanwords other than Sino-Korean come from?	modern times, 90% of which are from English	data/set5/a6

How many Korean speakers are there?	There are about 78 million Korean speakers.	data/set5/a6

How many Korean speakers are there?	NULL	data/set5/a6

How many parts of speech does the Korean language contain?	The Korean Language contains nine parts of speech. 	data/set5/a6

How many parts of speech does the Korean language contain?	NULL	data/set5/a6

How many verb paradigms are there in Korean?	There are seven verb paradigms or speech levels in Korean.	data/set5/a6

How many verb paradigms are there in Korean?	NULL	data/set5/a6

What is the Sino-Korean system of numbers based on?	The Sino-Korean system is nearly entirely based on the Chinese numerals.	data/set5/a6

What is the Sino-Korean system of numbers based on?	NULL	data/set5/a6

What is another term for Korean adjectives?	Adjectives are also known as "descriptive verbs" or "stative verbs".	data/set5/a6

What is another term for Korean adjectives?	NULL	data/set5/a6

Is modern Korean written in columns or rows?	It is written in rows.	data/set5/a6

Is modern Korean written in columns or rows?	NULL	data/set5/a6

What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?	Sino-Korean makes up 30% of the Korean language.	data/set5/a6

What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?	NULL	data/set5/a6

Do Chinese and Japanese have spaces between words?	No, Chinese and Japanese do not have spaces between words.	data/set5/a6

Do Chinese and Japanese have spaces between words?	NULL	data/set5/a6

From which languages is Korean descended?	Korean is descended from Old Korean, Middle Korean and Modern Korean.	data/set5/a6

From which languages is Korean descended?	NULL	data/set5/a6

Are there seven verb paradigms or speech levels in Korean?	Yes.	data/set5/a6

Is Modern Korean written with spaces between words?	Yes.	data/set5/a6

Are the Korean names for the language based on the names for Korea used in North as well as South Korea?	Yes.	data/set5/a6

Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?	Yes.	data/set5/a6

Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?	The dialect spoken in Jeju is in fact classified as a different language by some Korean linguists.	data/set5/a6

Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?	Yes	data/set5/a6

Is Kuala Lumpur the capitol of Malaysia? disfluent	Yes	data/set3/a3

Is Kuala Lumpur the capitol of Malaysia? disfluent	NULL	data/set3/a3

Is Kuala Lumpur in the Selangor state?	Yes	data/set3/a3

Is Kuala Lumpur in the Selangor state?	NULL	data/set3/a3

What's the population of Kuala lumpur?	1.6 million	data/set3/a3

What's the population of Kuala lumpur?	NULL	data/set3/a3

What language do they speak in Kuala Lumpur?	Bahasa Melayu	data/set3/a3

What language do they speak in Kuala Lumpur?	NULL	data/set3/a3

What does the name "Kuala Lumpur" mean?	"muddy confluence," "muddy estuary," and "muddy city"	data/set3/a3

What does the name "Kuala Lumpur" mean?	NULL	data/set3/a3

What airports does Kuala Lumpur have?	Kuala Lumpur International Airport and Subang International Airport	data/set3/a3

What airports does Kuala Lumpur have?	NULL	data/set3/a3

How long was Kuala Lumpur occupied by the Japanese?	42 months	data/set3/a3

How long was Kuala Lumpur occupied by the Japanese?	NULL	data/set3/a3

How many seasons does Kuala Lumpur experience?	1	data/set3/a3

How many seasons does Kuala Lumpur experience?	NULL	data/set3/a3

When were the colonial buildings in Kuala Lumpur constructed?	toward the end of the 19th and early 20th centuries	data/set3/a3

When were the colonial buildings in Kuala Lumpur constructed?	NULL	data/set3/a3

Is it a host city for the Formula One World Championship?	Yes	data/set3/a3

Is it a host city for the Formula One World Championship?	NULL	data/set3/a3

is the central market located in the proximity of the pertama complex?	No	data/set3/a3

is the central market located in the proximity of the pertama complex?	NULL	data/set3/a3

is it home to the parliament of malaysia?	Yes	data/set3/a3

is it home to the parliament of malaysia?	NULL	data/set3/a3

when did kuala lumpur become a federal territory of malaysia?	February 1, 1974	data/set3/a3

when did kuala lumpur become a federal territory of malaysia?	NULL	data/set3/a3

What is the city's population?	1.6 million	data/set3/a3

What is the city's population?	NULL	data/set3/a3

What is the official religion in the country?	Islam	data/set3/a3

What is the official religion in the country?	NULL	data/set3/a3

Is there a more industrialized region in malaysia?	No	data/set3/a3

Is there a more industrialized region in malaysia?	NULL	data/set3/a3

after the 2008 elections, what party had the most parliament seats?	DAP	data/set3/a3

after the 2008 elections, what party had the most parliament seats?	NULL	data/set3/a3

what is the name of the event that draws the worlds top riders to malaysia?	KL Grand Prix CSI 5*	data/set3/a3

what is the name of the event that draws the worlds top riders to malaysia?	NULL	data/set3/a3

Wasn't Leonardo da Vinci valued as an engineer?	no	data/set6/a3

Wasn't Leonardo da Vinci born on April 15?	Yes, Leonardo da Vinci was born on April 15.	data/set6/a3

Who left Verroccio's studio?	Leonardo da Vinci left Verroccio's studio.	data/set6/a3

When did Baldassare Castiglione, author of Il Cortegiano ( " The Courtier " ), write?	1528	data/set6/a3

When did he flee to Venice?	In 1499.	data/set6/a3

Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?	Leonardo was a contemporary of Botticelli, Domenico Ghirlandaio and Perugino.	data/set6/a3

Is the larger work now almost universally attributed to Leonardo?	Although previously attributed to Ghirlandaio, the larger work is now almost universally attributed to Leonardo.	data/set6/a3

Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?	Yes	data/set6/a3

Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?	Yes.	data/set6/a3

According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote''?	Yes	data/set6/a3

Are lobsters invertebrates?	Yes	data/set1/a5

Are lobsters invertebrates?	Yes	data/set1/a5

Are lobsters kosher?	No	data/set1/a5

Are lobsters kosher?	No	data/set1/a5

Do lobsters have blue blood?	yes	data/set1/a5

Do lobsters have blue blood?	Yes	data/set1/a5

How many legs do lobsters have?	10.	data/set1/a5

How many legs do lobsters have?	10	data/set1/a5

Where are lobsters found?	In all oceans.	data/set1/a5

Where are lobsters found?	In all oceans	data/set1/a5

What is the mean level of mercury in American lobsters?	0.31 ppm	data/set1/a5

What is the mean level of mercury in American lobsters?	0.31 ppm	data/set1/a5

Do lobsters feel pain?	yes.	data/set1/a5

Do lobsters feel pain?	Yes	data/set1/a5

Did the Moche people worship lobsters?	yes.	data/set1/a5

Did the Moche people worship lobsters?	Yes	data/set1/a5

What is the caridoid escape reaction?	Swimming backwards quickly by curling and uncurling their abdomen.	data/set1/a5

What is the caridoid escape reaction?	When lobsters swim backwards quickly by curling and uncurling their abdomen	data/set1/a5

Were the recitations of the Ancient Greeks accompanied by lyre playing?	Yes	data/set2/a10

Were the recitations of the Ancient Greeks accompanied by lyre playing?	NULL	data/set2/a10

Does a classical lyre have a hollow body?	Yes	data/set2/a10

Does a classical lyre have a hollow body?	NULL	data/set2/a10

Is the lyre a stringed musical instrument?	Yes	data/set2/a10

Is the lyre a stringed musical instrument?	NULL	data/set2/a10

Which constellation is said to resemble a lyre shape?	Lyra	data/set2/a10

Which constellation is said to resemble a lyre shape?	NULL	data/set2/a10

How many raised arms are extending from the sound-chest of a classical lyre?	Two	data/set2/a10

How many raised arms are extending from the sound-chest of a classical lyre?	NULL	data/set2/a10

What were the strings of a classical lyre made of?	Gut	data/set2/a10

What were the strings of a classical lyre made of?	NULL	data/set2/a10

Is the foot pedal framework for a piano called a lyre?	Yes	data/set2/a10

Is the foot pedal framework for a piano called a lyre?	NULL	data/set2/a10

Where was the deepest note of the classical lyre in relation to the player's body?	It was farthest from the player's body.	data/set2/a10

Where was the deepest note of the classical lyre in relation to the player's body?	NULL	data/set2/a10

Does a standard piano have fewer strings than a harp?	No	data/set2/a10

Does a standard piano have fewer strings than a harp?	NULL	data/set2/a10

Is Malay the official language of Iraq?	No	data/set5/a2

Could Malay have originated from Sumatra island?	Yes.	data/set5/a2

Is Malay an agglutinative language?	Yes	data/set5/a2

Is Malay an agglutinative language?	Yes.	data/set5/a2

What family is Malay a member of?	Austronesian family	data/set5/a2

What family is Malay a member of?	Austronesian.	data/set5/a2

What is the basic word order in Malay?	Subject Verb Object	data/set5/a2

What is the basic word order in Malay?	Subject Object Verb.	data/set5/a2

What languages has Malay borrowed words from?	Sanskrit, Arabic and English	data/set5/a2

What languages has Malay borrowed words from?	Arabic, Sanskrit, Tamil, Persian, Portuguese, Dutch, certain Chinese dialects, and English.	data/set5/a2

Are there many words in Malay that use natural gender?	No	data/set5/a2

How are new words formed in Malay?	three methods.	data/set5/a2

How are new words formed in Malay?	Affixation, composition, and reduplication.	data/set5/a2

Is Malay in the Austronesian family of languages?	Yes	data/set5/a2

Is Malay in the Austronesian family of languages?	NULL	data/set5/a2

Is Malay an agglutinative language?	Yes	data/set5/a2

Is Malay an agglutinative language?	NULL	data/set5/a2

Is there one negation word in Malay?	No	data/set5/a2

Is there one negation word in Malay?	NULL	data/set5/a2

How many parts of speech are there in Malay?	Four	data/set5/a2

How many parts of speech are there in Malay?	NULL	data/set5/a2

What is the basic word order in Malay?	Subject Verb Object	data/set5/a2

What is the basic word order in Malay?	NULL	data/set5/a2

What is the national language in Malaysia?	Malay 	data/set5/a2

What is the national language in Malaysia?	NULL	data/set5/a2

Do linguists consider Malay to be a single language?	No	data/set5/a2

Do linguists consider Malay to be a single language?	NULL	data/set5/a2

Can speakers of modern Malay understand Old Malay?	No	data/set5/a2

Can speakers of modern Malay understand Old Malay?	NULL	data/set5/a2

What language besides Malay is in the Austronesia language family?	Malagasy	data/set5/a2

What language besides Malay is in the Austronesia language family?	NULL	data/set5/a2

Wasn't Malay language found in Sumatra?	The Malay language was found in Sumatra.	data/set5/a2

Wasn't Malay language written using Pallava?	Yes.	data/set5/a2

Was Malay language written using Pallava?	Yes	data/set5/a2

Had the language already been used as the lingua franca throughout the archipelago since the 15th century?	yes	data/set5/a2

Do another distinguishing feature of Malay ( include Indonesian Malay )?	Another distinguishing feature of Malay (include Indonesian Malay) is its use of measure words (penjodoh bilangan).	data/set5/a2

Is Malay spoken as local dialect of ethnic Malays?	Yes	data/set5/a2

Give an example of the tributary states of the Majapahit kingdom in eastern Java. 	"Malayu" is an example of the tributary states of the Majapahit kingdom in eastern Java.	data/set5/a2

Is Malay the one of the most widely spoken languages in the world?	yes	data/set5/a2

Was it derived from Latin?	Yes	data/set5/a2

Is Melbourne the capital and most populous city in the state of Victoria?	Yes	data/set3/a2

Is Melbourne the capital and most populous city in the state of Victoria?	Yes.	data/set3/a2

Is Melbourne home to Australia's busiest seaport?	Yes	data/set3/a2

Is Melbourne home to Australia's busiest seaport?	Yes.	data/set3/a2

Does Melbourne have a large international student community?	Yes	data/set3/a2

Does Melbourne have a large international student community?	Yes.	data/set3/a2

What is a resident of Melbourne known as?	Melburnian	data/set3/a2

What is a resident of Melbourne known as?	A "Melburnian".	data/set3/a2

When was Melbourne officially declared as a city?	1847	data/set3/a2

When was Melbourne officially declared as a city?	In 1847.	data/set3/a2

How many sister cities does the City of Melbourne have?	six	data/set3/a2

How many sister cities does the City of Melbourne have?	Six.	data/set3/a2

Where is Melbourne situated?	boundary of the very hot inland areas and the cold southern ocean	data/set3/a2

How many domestic tourists visit Melbourne?	7.6 million domestic visitors	data/set3/a2

How many domestic tourists visit Melbourne?	7.6 million.	data/set3/a2

What religion holds majority in Melbourne?	Christian	data/set3/a2

What religion holds majority in Melbourne?	Christianity.	data/set3/a2

Did Albert Einstein keep a photograph of Faraday on his study wall?	Yes, Albert Einstein kept a photograph of Faraday on his study wall.	data/set4/a7

Did Albert Einstein keep a photograph of Faraday on his study wall?	yes	data/set4/a7

Did Faraday marry Sarah Barnard?	Yes, Faraday married Sarah Barnard.	data/set4/a7

Did Faraday marry Sarah Barnard?	yes	data/set4/a7

Did Faraday also discover the laws of electrolysis?	Yes, Faraday also discovered the laws of  electrolysis.	data/set4/a7

Did Faraday also discover the laws of electrolysis?	yes	data/set4/a7

Who discovered benzene?	Michael Faraday discovered benzene.	data/set4/a7

Who discovered benzene?	Michael Faraday	data/set4/a7

Where was Michael Faraday born?	Michael Faraday was born in Newington Butts.	data/set4/a7

Where was Michael Faraday born?	Newington Butts	data/set4/a7

What is the Faraday effect?	The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.	data/set4/a7

What is the Faraday effect?	The plane of polarisation of linearly polarised light can be rotated by the application of an exernal magnetic field aligned in the direction the light is moving.	data/set4/a7

Did Faraday discover diamagnetism?	Yes, Faraday discovered diamagnetism.	data/set4/a7

Did Faraday discover diamagnetism?	yes	data/set4/a7

How many siblings did Faraday have?	Faraday had three siblings.	data/set4/a7

How many siblings did Faraday have?	two	data/set4/a7

Where is Michael Faraday buried?	Michael Faraday is buried in the dissenters' section of Highgate Cemetery.	data/set4/a7

Where is Michael Faraday buried?	in the dissenters' section of Highgate Cemetery	data/set4/a7

Is faraday best known for his work with kinematics?	No	data/set4/a7

Is faraday best known for his work with kinematics?	NULL	data/set4/a7

was he active in the area now called environmental science?	Yes	data/set4/a7

was he active in the area now called environmental science?	NULL	data/set4/a7

did he discover benzene?	Yes	data/set4/a7

did he discover benzene?	NULL	data/set4/a7

who was his mentor?	John 'Mad Jack' Fuller	data/set4/a7

who was his mentor?	NULL	data/set4/a7

what happened in 1824?	NULL	data/set4/a7

Who was Faraday's wife?	Sarah Barnard	data/set4/a7

Who was Faraday's wife?	NULL	data/set4/a7

did he advise the british government on the production of chemical weapons for use in the crimean war?	No	data/set4/a7

did he advise the british government on the production of chemical weapons for use in the crimean war?	NULL	data/set4/a7

did faraday have strong maritime interests?	Yes	data/set4/a7

did faraday have strong maritime interests?	NULL	data/set4/a7

does the charge reside on the interior of a charged conductor?	No	data/set4/a7

does the charge reside on the interior of a charged conductor?	NULL	data/set4/a7

Wasn't Michelangelo abstemious?	Michelangelo was abstemious.	data/set6/a2

Wasn't Michelangelo a homosexual?	It is not clear.	data/set6/a2

When did Filippo Strozzi sell it to Francis I?	In 1529.	data/set6/a2

When was his house demolished?	1874	data/set6/a2

Was Michelangelos mother Francesca di Neri del Miniato di Siena?	yes	data/set6/a2

Give an example of the most renowned works of the Renaissance. 	The Statue of David, completed by Michelangelo in 1504	data/set6/a2

Was Michelangelo's output in every field during his long life prodigious?	yes	data/set6/a2

Is French the least spoken language in Montreal?	NULL	data/set3/a7

Is French the least spoken language in Montreal?	NULL	data/set3/a7

Was Montreal incorporated as a city in 1832?	NULL	data/set3/a7

Was Montreal incorporated as a city in 1832?	NULL	data/set3/a7

Does Montreal lie at the confluence of several climatic regions?	NULL	data/set3/a7

Does Montreal lie at the confluence of several climatic regions?	NULL	data/set3/a7

Montreal was merged with how many surrounding municipalities?	NULL	data/set3/a7

Montreal was merged with how many surrounding municipalities?	NULL	data/set3/a7

As of the 2006 census, how many people resided in the city of montreal?	NULL	data/set3/a7

As of the 2006 census, how many people resided in the city of montreal?	NULL	data/set3/a7

Why did Montreal lose its status as the capital of the  Province of Canada in 1849?	NULL	data/set3/a7

Why did Montreal lose its status as the capital of the  Province of Canada in 1849?	NULL	data/set3/a7

What are the designs and decorations of the Montreal Metro System said to be?	NULL	data/set3/a7

What are the designs and decorations of the Montreal Metro System said to be?	NULL	data/set3/a7

Mount Royal Park's wooden design was created by what famous designer?	NULL	data/set3/a7

Mount Royal Park's wooden design was created by what famous designer?	NULL	data/set3/a7

The majority of The Greater Montreal Area follows what religion?	NULL	data/set3/a7

The majority of The Greater Montreal Area follows what religion?	NULL	data/set3/a7

Is English the language most often spoken in Montreal?	The language most spoken at home in the city is French.	data/set3/a7

Is English the language most often spoken in Montreal?	No, the language most spoken in Montreal is French.	data/set3/a7

Is Montreal's economy the third largest of all cities in Canada?	No, Montreal's economy is the second largest of all cities in Canada.	data/set3/a7

Is Montreal's economy the third largest of all cities in Canada?	No, Montreal's economy is the second largest of all cities in Canada.	data/set3/a7

Is the most popular sport in Montreal ice hockey?	yes, The most popular sport in Montreal is ice hockey.	data/set3/a7

Is the most popular sport in Montreal ice hockey?	Yes, the most popular sport in Montreal is ice hockey.	data/set3/a7

How many international airports does Montreal have?	Montreal has two international airports.	data/set3/a7

How many international airports does Montreal have?	Montreal has two international airports.	data/set3/a7

Who is the Mayor of Montreal?	The mayor is GÃ©rald Tremblay.	data/set3/a7

Who is the Mayor of Montreal?	The mayor is GÃ©rald Tremblay.	data/set3/a7

What is the name of the largest church in Montreal?	The largest church in Montreal is named Saint Joseph's Oratory.	data/set3/a7

What is the name of the largest church in Montreal?	Saint Joseph's Oratory is the largest church in Montreal.	data/set3/a7

Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?	The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century. 	data/set3/a7

Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?	The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.	data/set3/a7

Does Montreal contain the largest church in Canada?	Yes	data/set3/a7

Does Montreal contain the largest church in Canada?	Yes, Montreal contains the largest church in Canada.	data/set3/a7

What is the largest primarily French-speaking city in the western world?	Paris is the largest primarily French-speaking city in the western world.	data/set3/a7

What is the largest primarily French-speaking city in the western world?	The largest primarily French-speaking city in the western world is Paris.	data/set3/a7

Is Nairobi the capital of Kenya?	Yes	data/set3/a9

Is Nairobi the capital of Kenya?	NULL	data/set3/a9

Was Nairobi founded in 1899?	Yes	data/set3/a9

Was Nairobi founded in 1899?	NULL	data/set3/a9

Is the current estimated population of Nairobi about 6 milion?	No	data/set3/a9

Is the current estimated population of Nairobi about 6 milion?	NULL	data/set3/a9

What is the current estimated population of Nairobi?	About 3 million	data/set3/a9

What is the current estimated population of Nairobi?	NULL	data/set3/a9

In what year was Nairobi founded?	1899	data/set3/a9

In what year was Nairobi founded?	NULL	data/set3/a9

Which embassy in Nairobi was bombed in August 1998?	The United States Embassy	data/set3/a9

Which embassy in Nairobi was bombed in August 1998?	NULL	data/set3/a9

How many civilians died in the 1998 U.S. embassy bombing?	Over two hundred	data/set3/a9

How many civilians died in the 1998 U.S. embassy bombing?	NULL	data/set3/a9

How many trades can the NSE make per day?	10 million trades	data/set3/a9

How many trades can the NSE make per day?	NULL	data/set3/a9

About how many people are estimated to live in Nairobi?	3 million	data/set3/a9

About how many people are estimated to live in Nairobi?	NULL	data/set3/a9

The district is bordered to the southwest by Uhuru Park and where?	Central Park	data/set3/a9

When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?	In 1989.	data/set3/a9

Is Central Park adjacent to Uhuru Park?	Central Park is adjacent to Uhuru Park.	data/set3/a9

Give an example of the highest growth rates of any city in Africa. 	 The growth rate of Nairobi is currently 6.9%,  an example of the highest growth rates of any city in Africa.	data/set3/a9

Give an example of the most prominent cities in Africa politically and financially. 	Nairobi is now one of the most prominent cities in Africa politically and financially	data/set3/a9

Is Nairobi not the capital as well as largest city of Kenya?	Nairobi is the capital and largest city of Kenya.	data/set3/a9

Does the city and its surrounding area also form the Nairobi Province?	yes	data/set3/a9

Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?	Yes.	data/set3/a9

Did Nikola Tesla die alone?	Nikola Tesla died alone.	data/set4/a3

Did Nikola Tesla die alone?	Yes	data/set4/a3

Was Nikola Tesla close friends with Mark Twain?	Nikola Tesla was close friends with Mark Twain.	data/set4/a3

Was Nikola Tesla close friends with Mark Twain?	Yes	data/set4/a3

Did Nikola Tesla use a technique called picture thinking?	Nikola Tesla used a technique called picture thinking.	data/set4/a3

Did Nikola Tesla use a technique called picture thinking?	Yes	data/set4/a3

When did Nikola Tesla appear on the cover of Time Magazine?	On Tesla's 75th birthday in 1931, Time magazine put him on its cover.	data/set4/a3

When did Nikola Tesla appear on the cover of Time Magazine?	1931	data/set4/a3

Who became adversaries with Nikola Tesla?	Nikola Tesla became adversaries with Edison.	data/set4/a3

Who became adversaries with Nikola Tesla?	Edison	data/set4/a3

Where did Nikola Tesla move to in 1880?	In 1880, Nikola Tesla moved to Budapest.	data/set4/a3

Where did Nikola Tesla move to in 1880?	Budapest	data/set4/a3

Was Nikola Tesla's mother illiterate?	Nikola Tesla's mother never learned to read.	data/set4/a3

Was Nikola Tesla's mother illiterate?	Yes	data/set4/a3

How many siblings did Nikola Tesla have?	Nikola Tesla had four siblings.	data/set4/a3

How many siblings did Nikola Tesla have?	4	data/set4/a3

Was Nikola Tesla a vegetarian?	 In his later years Tesla became a vegetarian.	data/set4/a3

Was Nikola Tesla a vegetarian?	Yes	data/set4/a3

Is there a monument to Tesla at Niagara Falls, New York?	Yes	data/set4/a3

Is there a monument to Tesla at Niagara Falls, New York?	NULL	data/set4/a3

Was Tesla an American citizen?	Yes	data/set4/a3

Was Tesla an American citizen?	NULL	data/set4/a3

Was Tesla on the cover of Time magazine?	Yes	data/set4/a3

Was Tesla on the cover of Time magazine?	NULL	data/set4/a3

Where did Tesla study electrical engineering?	The Austrian Polytechnic in Graz	data/set4/a3

Where did Tesla study electrical engineering?	NULL	data/set4/a3

When did Tesla receive his last patent?	1928	data/set4/a3

When did Tesla receive his last patent?	NULL	data/set4/a3

What languages did Tesla speak?	Serbian, Czech, English, French, German, Hungarian, Italian, and Latin	data/set4/a3

What languages did Tesla speak?	NULL	data/set4/a3

Did Tesla win the Nobel Prize?	No	data/set4/a3

Did Tesla win the Nobel Prize?	NULL	data/set4/a3

Was Tesla rich at the time of his death?	No	data/set4/a3

Was Tesla rich at the time of his death?	NULL	data/set4/a3

What music group was named after Tesla?	Tesla	data/set4/a3

What music group was named after Tesla?	NULL	data/set4/a3

Consequently, what is not considered a "serious painter" by some contemporary artists, who often regard his work as bourgeois and kitsch?	Rockwell 	data/set6/a4

Who spent the next 10 years painting for Look magazine?	Norman Rockwell.	data/set6/a4

When was his last painting for the Post published?	1963	data/set6/a4

When did Rockwell marry his first wife, Irene O'Connor,?	In 1916.	data/set6/a4

Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?	Yes	data/set6/a4

Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?	Yes.	data/set6/a4

Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?	Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn. 	data/set6/a4

Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?	yes	data/set6/a4

Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?	Yes.	data/set6/a4

Is he also noted for his work for the Boy Scouts of America (BSA)?	yes	data/set6/a4

Is the octopus a cephalopod?	Yes, the octopus is a cephalopod.	data/set1/a10

Is the octopus a cephalopod?	Yes, the octopus is a cephalopod.	data/set1/a10

Does the octopus have two eyes?	Yes, the octopus has two eyes.	data/set1/a10

Does the octopus have two eyes?	Yes, the octopus has two eyes.	data/set1/a10

Does the octopus have a hard beak?	Yes, the octopus has a hard beak.	data/set1/a10

Does the octopus have a hard beak?	Yes, the octopus has a hard beak.	data/set1/a10

Where is the mouth of an octopus?	The mouth of an octopus is at the center point of the arms.	data/set1/a10

Where is the mouth of an octopus?	The octopus' mouth is at the center point of the arms.	data/set1/a10

Around how many recognized octopus species are there?	There are around 300 recognized octopus species.	data/set1/a10

Around how many recognized octopus species are there?	There are around 300 recognized octopus species.	data/set1/a10

How many arms does an octopus have?	An octopus has four pairs of arms.	data/set1/a10

How many arms does an octopus have?	The octopus has four pairs of arms.	data/set1/a10

What is the range of lifespans of the octopus?	Octopuses can live from six months to five years.	data/set1/a10

What is the range of lifespans of the octopus?	The octopus has a short lifespan.	data/set1/a10

What is an example of something an octopus learned in a research experiment?	In research experiments, octopus can be trained to distinguish between different shapes and patterns.	data/set1/a10

What is an example of something an octopus learned in a research experiment?	An octopus learned to solve mazes.	data/set1/a10

How can an octopus defend against predators?	To defend against predators, an octopus can hide, flee quickly, expel ink, or use color-changing camouflage.	data/set1/a10

How can an octopus defend against predators?	They can hide, flee, expel ink, or use camouflage.	data/set1/a10

Are Octopus highly intelligent?	yes	data/set1/a10

Do males use a specialized arm called a hectocotylus to insert spermatophores?	Yes	data/set1/a10

Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?	Yes, the octopuses in the less familiar Cirrina suborder have two fins and an internal shell.	data/set1/a10

Do octopuses have two eyes and four pairs of arms?	Yes, octopuses have two eyes and four pairs of arms.	data/set1/a10

Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?	Yes	data/set1/a10

Is the collective form octopus usually reserved for animals consumed for food?	Yes	data/set1/a10

Has an octopus a hard beak, with its mouth at the center point of the arms?	Yes	data/set1/a10

What happened in 1968 through 1971?	Devoting his full energies to his work, Picasso became more daring, his works more colorful and expressive, and from 1968 through 1971	data/set6/a1

What happened in 1838?	Don José Ruiz y Blasco was born	data/set6/a1

Who was not long in finding another lover, Jacqueline Roque?	Picasso.	data/set6/a1

When did Picasso make his first trip to Paris?	1900	data/set6/a1

Give an example of the most comprehensive records extant of any major artists beginnings. 	Museu Picasso	data/set6/a1

Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?	Yes.	data/set6/a1

Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?	yes	data/set6/a1

Is he one of the most recognized figures in 20th-century art?	yes	data/set6/a1

Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?	Yes.	data/set6/a1

Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?	Yes.	data/set6/a1

Are pianos used in Western music?	Yes.	data/set2/a1

Are pianos used in Western music?	Yes	data/set2/a1

Are "upright pianos" called "vertical pianos"?	Yes.	data/set2/a1

Are "upright pianos" called "vertical pianos"?	Yes	data/set2/a1

Did Bartolomeo Cristofori invent the modern piano?	Yes.	data/set2/a1

Did Bartolomeo Cristofori invent the modern piano?	Yes	data/set2/a1

What is the middle pedal called on grand pianos?	the sostenuto pedal.	data/set2/a1

What is the middle pedal called on grand pianos?	sostenuto pedal	data/set2/a1

How many black keys do modern pianos have?	36.	data/set2/a1

How many black keys do modern pianos have?	36	data/set2/a1

What is the sustain pedal called?	"The pedal"	data/set2/a1

What is the sustain pedal called?	damper pedal	data/set2/a1

Where is Irving Berlin's piano located?	In the Smithsonian Museum.	data/set2/a1

Where is Irving Berlin's piano located?	in the Smithsonian Museum	data/set2/a1

What kind of piano did Irving Berlin play?	The transposing piano.	data/set2/a1

What kind of piano did Irving Berlin play?	transposing piano	data/set2/a1

Is the left-most pedal on a grand piano called the una corda?	yes	data/set2/a1

Is the left-most pedal on a grand piano called the una corda?	Yes, the left-most pedal on a grand piano is called the una corda.	data/set2/a1

Is it advantageous for a grand piano's metal plate to be quite massive?	yes	data/set2/a1

Is it advantageous for a grand piano's metal plate to be quite massive?	It is advantageous for the plate to be quite massive.	data/set2/a1

Is the mechanism in an upright piano perpendicular to its keys?	yes	data/set2/a1

